# Column 1 = Input data size
# Column 2 = Min chain length for HashTableCollection
# Column 3 = Max chain length for HashTableCollection
# Column 4 = Avg chain length for HashTableCollection

0 0 0 0.00
1024 1 6 1.55
2048 1 7 1.58
3072 1 6 1.42
4096 1 7 1.57
5120 1 7 1.32
6144 1 7 1.40
7168 1 8 1.48
8192 1 8 1.57
9216 1 6 1.30
10240 1 7 1.34
11264 1 7 1.38
12288 1 7 1.41
13312 1 7 1.46
14336 1 7 1.49
15360 1 8 1.54
16384 1 8 1.58
17408 1 7 1.29
18432 1 7 1.31
19456 1 7 1.33
20480 1 7 1.35
21504 1 7 1.37
22528 1 7 1.39
23552 1 7 1.41
24576 1 7 1.43
25600 1 7 1.45
26624 1 7 1.47
27648 1 7 1.49
28672 1 8 1.51
29696 1 8 1.53
30720 1 8 1.55
31744 1 8 1.57
32768 1 8 1.59
33792 1 6 1.28
34816 1 6 1.29
